Date,Open,High,Low,Close,Adj Close,Volume,lab,lab2
3/4/2020,5524.094238,5651.85498,5516.805176,5650.13623,5650.13623,4525540000,,3/4/2020
3/5/2020,5688.778809,5715.940918,5613.719238,5638.129883,5638.129883,4068400000,,
3/6/2020,5575.565918,5577.801758,5498.540039,5498.540039,5498.540039,3243090000,,
3/9/2020,5364.604004,5364.604004,5133.150879,5136.809082,5136.809082,4273760000,,
3/10/2020,5149.493164,5278.422852,5149.452148,5220.826172,5220.826172,4449570000,3/10/2020,3/10/2020
3/11/2020,5231.608887,5264.47998,5112.318848,5154.10498,5154.10498,4665010000,,
3/12/2020,5040.964844,5040.987793,4895.748047,4895.748047,4895.748047,3699290000,,
3/13/2020,4895.748047,4937.993164,4639.914063,4907.570801,4907.570801,4628860000,,
3/16/2020,4907.570801,4907.570801,4677.75,4690.657227,4690.657227,3047190000,,3/16/2020
3/17/2020,4690.657227,4698.043945,4447.956055,4456.749023,4456.749023,3066220000,,
3/18/2020,4456.749023,4473.824219,4284.674805,4330.673828,4330.673828,3864290000,,
3/19/2020,4330.673828,4330.673828,4093.714111,4105.421875,4105.421875,2638370000,,
3/20/2020,4105.421875,4238.263184,3918.340088,4194.943848,4194.943848,6300830000,3/20/2020,3/20/2020
3/23/2020,4194.943848,4194.943848,3975.190918,3989.51709,3989.51709,3251430000,,
3/24/2020,3989.51709,4123.562012,3911.716064,3937.63208,3937.63208,4574410000,,
3/26/2020,3937.63208,4370.660156,3935.914063,4338.903809,4338.903809,8110010000,,
3/27/2020,4338.903809,4697.666016,4338.903809,4545.570801,4545.570801,7785110000,,3/27/2020
3/30/2020,4545.570801,4545.570801,4317.713867,4414.5,4414.5,2755220000,,
3/31/2020,4414.5,4569.473145,4414.5,4538.930176,4538.930176,4342660000,,
4/1/2020,4538.930176,4627.417969,4445.138184,4466.037109,4466.037109,4184800000,,
4/2/2020,4466.037109,4531.685059,4393.668945,4531.685059,4531.685059,4601150000,4/2/2020,4/2/2020
4/3/2020,4531.685059,4623.429199,4531.685059,4623.429199,4623.429199,5868430000,,
4/6/2020,4623.429199,4811.827148,4623.429199,4811.827148,4811.827148,7045290000,,
4/7/2020,4811.827148,4975.536133,4721.721191,4778.63916,4778.63916,8622480000,,
4/8/2020,4778.63916,4780.214844,4583.900879,4626.694824,4626.694824,4555770000,,4/8/2020
4/9/2020,4626.694824,4669.709961,4562.901855,4649.079102,4649.079102,5352310000,,
4/13/2020,4649.079102,4659.029785,4591.728027,4623.894043,4623.894043,4558660000,,
4/14/2020,4623.894043,4706.491211,4623.894043,4706.491211,4706.491211,5522640000,,
4/15/2020,4706.491211,4747.725098,4605.054199,4625.904785,4625.904785,6305960000,4/15/2020,4/15/2020
4/16/2020,4480.606934,4480.606934,4480.606934,4480.606934,4480.606934,0,,
4/17/2020,4480.606934,4637.242188,4480.606934,4634.820801,4634.820801,5454730000,,
4/20/2020,4634.820801,4669.541992,4573.773926,4575.904785,4575.904785,5211350000,,
4/21/2020,4575.904785,4575.904785,4482.63916,4501.918945,4501.918945,4232850000,,4/21/2020
4/22/2020,4501.918945,4580.680176,4441.089844,4567.562012,4567.562012,4836890000,,
4/23/2020,4567.562012,4629.025879,4567.562012,4593.554199,4593.554199,4946370000,,
4/24/2020,4593.554199,4593.830078,4496.063965,4496.063965,4496.063965,4612260000,,
4/27/2020,4496.063965,4541.312012,4474.893066,4513.141113,4513.141113,3677470000,4/27/2020,4/27/2020
4/28/2020,4513.141113,4532.378906,4494.470215,4529.554199,4529.554199,4544050000,,
4/29/2020,4529.554199,4568.665039,4523.955078,4567.323242,4567.323242,4146180000,,
4/30/2020,4567.323242,4726.773926,4567.323242,4716.402832,4716.402832,6022970000,,
5/4/2020,4716.402832,4716.402832,4576.228027,4605.486816,4605.486816,3908420000,,5/4/2020
5/5/2020,4605.486816,4667.786133,4605.486816,4630.132813,4630.132813,4782950000,,
5/6/2020,4630.132813,4647.524902,4597.750977,4608.790039,4608.790039,4507930000,,
5/8/2020,4608.790039,4630.588867,4586.73877,4597.430176,4597.430176,4779870000,,
5/11/2020,4597.430176,4659.861816,4597.430176,4639.10498,4639.10498,4546100000,5/11/2020,5/11/2020
5/12/2020,4639.10498,4644.134766,4552.387207,4588.733887,4588.733887,4690690000,,
5/13/2020,4588.733887,4588.733887,4519.978027,4554.358887,4554.358887,4509230000,,
5/14/2020,4554.358887,4564.149902,4494.153809,4513.833984,4513.833984,4734260000,,
5/15/2020,4513.833984,4540.420898,4460.272949,4507.606934,4507.606934,4625720000,,5/15/2020
5/18/2020,4507.606934,4527.967773,4487.179199,4511.058105,4511.058105,4515690000,,
5/19/2020,4511.058105,4609.041992,4511.058105,4548.655762,4548.655762,5166530000,,
5/20/2020,4548.655762,4561.554199,4521.470215,4545.952148,4545.952148,4246480000,,
5/26/2020,4545.952148,4634.652832,4541.833984,4626.798828,4626.798828,5375750000,5/26/2020,5/26/2020
5/27/2020,4626.798828,4641.555176,4597.37207,4641.555176,4641.555176,6098540000,,
5/28/2020,4641.555176,4741.603027,4638.808105,4716.185059,4716.185059,6854960000,,
5/29/2020,4716.185059,4755.957031,4704.788086,4753.611816,4753.611816,10479130000,,
6/2/2020,4753.611816,4884.01123,4753.611816,4847.506836,4847.506836,7313550000,,6/2/2020
6/3/2020,4847.506836,4960.070801,4847.506836,4941.005859,4941.005859,10163150000,,
6/4/2020,4941.005859,5014.76416,4899.390137,4916.704102,4916.704102,11093380000,,
6/5/2020,4916.704102,4948.512207,4851.148926,4947.782227,4947.782227,8686480000,,
6/8/2020,4947.782227,5103.085938,4947.782227,5070.561035,5070.561035,13816920000,6/8/2020,6/8/2020
6/9/2020,5070.561035,5139.405762,5023.76709,5035.055176,5035.055176,11514060000,,
6/10/2020,5035.055176,5036.855957,4892.817871,4920.682129,4920.682129,8423470000,,
6/11/2020,4920.682129,4931.242188,4812.192871,4854.753906,4854.753906,7165520000,,
6/12/2020,4854.753906,4880.358887,4712.073242,4880.358887,4880.358887,8088500000,,6/12/2020
6/15/2020,4880.358887,4918.056152,4809.619141,4816.335938,4816.335938,6413840000,,
6/16/2020,4816.335938,4989.526855,4816.335938,4986.458008,4986.458008,7583670000,,
6/17/2020,4986.458008,5018.984863,4968.925781,4987.775879,4987.775879,6836620000,,
6/18/2020,4987.775879,4993.61377,4925.248047,4925.248047,4925.248047,7087750000,6/18/2020,6/18/2020
6/19/2020,4925.248047,4970.066895,4925.248047,4942.274902,4942.274902,5755670000,,
6/22/2020,4942.274902,4957.666016,4904.766113,4918.831055,4918.831055,4786980000,,
6/23/2020,4918.831055,4938.394043,4879.132813,4879.132813,4879.132813,5488430000,,
6/24/2020,4879.132813,4977.650879,4879.132813,4964.734863,4964.734863,6246650000,,6/24/2020
6/25/2020,4964.734863,4964.734863,4883.709961,4896.72998,4896.72998,5070590000,,
6/26/2020,4896.72998,4941.138184,4882.141113,4904.087891,4904.087891,4428030000,,
6/29/2020,4904.087891,4909.905762,4862.041016,4901.817871,4901.817871,4417450000,,
6/30/2020,4901.817871,4939.839844,4894.120117,4905.39209,4905.39209,5127910000,6/30/2020,6/30/2020
7/1/2020,4905.39209,4928.611816,4885.602051,4914.388184,4914.388184,4324340000,,
7/2/2020,4914.388184,4966.779785,4914.388184,4966.779785,4966.779785,5539620000,,
7/3/2020,4966.779785,4997.481934,4964.10791,4973.793945,4973.793945,5572340000,,
7/6/2020,4973.793945,5009.345215,4973.490234,4988.866211,4988.866211,6428210000,,7/6/2020
7/7/2020,4988.866211,5011.712891,4982.333984,4987.082031,4987.082031,7283460000,,
7/8/2020,4987.082031,5080.251953,4985.01709,5076.173828,5076.173828,7349900000,,
7/9/2020,5076.173828,5111.563965,5041.930176,5052.793945,5052.793945,7979430000,,
7/10/2020,5052.793945,5076.520996,5022.169922,5031.255859,5031.255859,6768450000,7/10/2020,7/10/2020
7/13/2020,5031.255859,5075.098145,5024.934082,5064.446777,5064.446777,6533190000,,
7/14/2020,5064.446777,5079.12207,5053.722168,5079.12207,5079.12207,7153050000,,
7/15/2020,5079.12207,5116.463867,5069.380859,5075.797852,5075.797852,8258050000,,
7/16/2020,5075.797852,5107.259766,5075.797852,5098.374023,5098.374023,6871040000,,7/16/2020
7/17/2020,5098.374023,5110.430176,5073.557129,5079.584961,5079.584961,6170910000,,
7/20/2020,5079.584961,5100.191895,5031.888184,5051.105957,5051.105957,6863210000,,
7/21/2020,5051.105957,5135.559082,5047.085938,5114.708984,5114.708984,8315680000,,
7/22/2020,5114.708984,5142.043945,5099.566895,5110.187012,5110.187012,7945410000,7/22/2020,7/22/2020
7/23/2020,5110.220215,5162.97998,5110.220215,5145.009766,5145.009766,9880000000,,
7/24/2020,5145.01123,5149.589844,5074.492188,5082.991211,5082.991211,9701380000,,
7/27/2020,5082.991211,5116.666016,5080.121094,5116.666016,5116.666016,10352330000,,
7/28/2020,5116.666016,5143.286133,5097.418945,5112.98877,5112.98877,9189040000,,7/28/2020
7/29/2020,5111.109863,5149.629883,5091.399902,5149.629883,5149.629883,8075000000,,
7/30/2020,5111.112793,5149.626953,5091.399902,5149.626953,5149.626953,8074990000,,
8/3/2020,5149.626953,5157.272949,4928.467773,5006.223145,5006.223145,8381520000,,
8/4/2020,5006.223145,5075.001953,5006.223145,5075.001953,5075.001953,7376660000,8/4/2020,8/4/2020
8/5/2020,5075.001953,5127.050781,5059.088867,5127.050781,5127.050781,8461130000,,
8/6/2020,5127.050781,5187.963867,5127.050781,5178.271973,5178.271973,9045240000,,
8/7/2020,5178.271973,5187.374023,5119.683105,5143.893066,5143.893066,9128240000,,
8/10/2020,5157.833984,5157.833984,5157.833984,5157.833984,5157.833984,0,,8/10/2020
8/11/2020,5157.930176,5201.450195,5157.930176,5190.169922,5190.169922,8840000000,,
8/12/2020,5190.166016,5235.52002,5178.458984,5233.452148,5233.452148,9680740000,,
8/13/2020,5233.452148,5279.349121,5218.413086,5239.25,5239.25,8460170000,,
8/14/2020,5239.25,5255.374023,5221.919922,5247.689941,5247.689941,7039760000,8/14/2020,8/14/2020
8/18/2020,5247.689941,5316.132813,5243.995117,5295.173828,5295.173828,9564240000,,
8/19/2020,5295.173828,5327.315918,5268.506836,5272.810059,5272.810059,9267640000,,
8/24/2020,5272.810059,5294.153809,5261.408203,5277.041016,5277.041016,13841080000,,
8/25/2020,5277.041016,5341.376953,5276.957031,5338.888184,5338.888184,14651020000,,8/25/2020
8/26/2020,5338.888184,5351.471191,5324.612793,5340.328125,5340.328125,13772920000,,
8/27/2020,5340.328125,5371.472168,5325.487793,5371.472168,5371.472168,13454970000,,
8/28/2020,5371.472168,5381.948242,5325.60498,5346.65918,5346.65918,10795590000,,
8/31/2020,5346.65918,5369.446777,5233.143066,5238.486816,5238.486816,12408800000,8/31/2020,8/31/2020
9/1/2020,5238.486816,5310.679199,5219.208008,5310.679199,5310.679199,9046580000,,
9/2/2020,5310.679199,5337.099121,5295.276855,5311.970215,5311.970215,12161380000,,
9/3/2020,5311.970215,5331.167969,5242.171875,5280.812988,5280.812988,13692300000,,
9/4/2020,5280.812988,5280.812988,5188.608887,5239.851074,5239.851074,9509580000,,9/4/2020
9/7/2020,5235.009766,5245.349121,5195.865234,5230.195801,5230.195801,8011160000,,
9/8/2020,5232.917969,5256.305176,5232.917969,5244.071777,5244.071777,10335320000,,
9/9/2020,5214.032227,5216.02002,5135.812012,5149.375977,5149.375977,10122030000,,
9/10/2020,5084.326172,5084.483887,4878.279785,4891.460938,4891.460938,8238470000,9/10/2020,9/10/2020
9/11/2020,4804.644043,5016.711914,4754.798828,5016.711914,5016.711914,12581240000,,
9/14/2020,5060.023926,5161.828125,5059.26709,5161.828125,5161.828125,10986560000,,
9/15/2020,5169.245117,5187.278809,5091.293945,5100.865234,5100.865234,11364550000,,
9/16/2020,5108.12793,5117.287109,5051.753906,5058.481934,5058.481934,8876910000,,9/16/2020
9/17/2020,5058.950195,5099.577148,5013.186035,5038.400879,5038.400879,8530500000,,
9/18/2020,5037.369141,5072.680176,5023.443848,5059.223145,5059.223145,10575160000,,
9/21/2020,5058.990234,5075.818848,4987.748047,4999.359863,4999.359863,10645210000,,
9/22/2020,4947.730957,4978.440918,4919.109863,4934.092773,4934.092773,7479220000,9/22/2020,9/22/2020
9/23/2020,4946.50293,4984.23877,4873.020996,4917.955078,4917.955078,7060920000,,
9/24/2020,4876.351074,4897.336914,4820.331055,4842.755859,4842.755859,6567340000,,
9/25/2020,4867.962891,4949.303223,4848.024902,4945.791016,4945.791016,8884390000,,
9/28/2020,4962.953125,4991.762207,4905.51123,4906.547852,4906.547852,8377230000,,9/28/2020
9/29/2020,4929.333008,4950.967773,4859.786133,4879.098145,4879.098145,8648170000,,
9/30/2020,4896.432129,4903.86377,4841.361816,4870.039063,4870.039063,8537800000,,
10/1/2020,4899.644043,4970.094238,4898.99707,4970.094238,4970.094238,9636210000,,
10/2/2020,4969.245117,4972.823242,4881.913086,4926.733887,4926.733887,8881530000,10/2/2020,10/2/2020
10/5/2020,4947.040039,4962.792969,4915.685059,4958.769043,4958.769043,7086810000,,
10/6/2020,5004.395996,5023.894043,4992.481934,4999.221191,4999.221191,10854780000,,
10/7/2020,4976.567871,5014.609863,4962.089844,5004.327148,5004.327148,9287070000,,
10/8/2020,5018.736816,5039.14209,5001.519043,5039.14209,5039.14209,8028870000,,10/8/2020
10/9/2020,5036.476074,5057.835938,5029.151855,5053.663086,5053.663086,6901660000,,
10/12/2020,5078.128906,5103.50293,5078.128906,5093.099121,5093.099121,9164210000,,
10/13/2020,5093.421875,5132.958984,5064.170898,5132.571777,5132.571777,11062100000,,
10/14/2020,5134.662109,5177.924805,5125.044922,5176.099121,5176.099121,11987670000,10/14/2020,10/14/2020
10/15/2020,5172.59082,5182.530762,5105.149902,5105.149902,5105.149902,11052370000,,
10/16/2020,5111.434082,5115.558105,5067.588867,5103.414063,5103.414063,9248040000,,
10/19/2020,5116.757813,5128.651855,5090.776855,5126.330078,5126.330078,11111220000,,
10/20/2020,5120.913086,5135.078125,5080.956055,5099.839844,5099.839844,8859260000,,10/20/2020
10/21/2020,5116.790039,5131.506836,5083.660156,5096.445801,5096.445801,10478670000,,
10/22/2020,5084.790039,5093.825195,5063.696777,5091.815918,5091.815918,12292250000,,
10/23/2020,5112.787109,5121.02002,5095.506836,5112.187988,5112.187988,9549830000,,
10/26/2020,5113.148926,5158.265137,5113.022949,5144.048828,5144.048828,10331410000,10/26/2020,10/26/2020
10/27/2020,5133.537109,5155.565918,5110.618164,5128.225098,5128.225098,10712240000,,
11/2/2020,5108.028809,5130.686035,5073.5,5115.12793,5115.12793,9764620000,,
11/3/2020,5133.981934,5162.347168,5131.949219,5159.452148,5159.452148,10135110000,,
11/4/2020,5170.823242,5188.008789,5105.199219,5105.199219,5105.199219,10397430000,,11/4/2020
11/5/2020,5161.390137,5260.326172,5161.390137,5260.326172,5260.326172,10883200000,,
11/6/2020,5276.164063,5335.528809,5246.701172,5335.528809,5335.528809,10473210000,,
11/9/2020,5371.971191,5395.711914,5319.419922,5356.004883,5356.004883,12151650000,,
11/10/2020,5424.731934,5469.183105,5412.594238,5462.73877,5462.73877,14959650000,11/10/2020,11/10/2020
11/11/2020,5475.564941,5520.908203,5471.591797,5509.513184,5509.513184,16523870000,,
11/12/2020,5494.484863,5500.416016,5449.796875,5458.602051,5458.602051,11977790000,,
11/13/2020,5449.101074,5466.563965,5427.631836,5461.058105,5461.058105,11342880000,,
11/16/2020,5500.03418,5519.679199,5462.459961,5494.87207,5494.87207,11990750000,,11/16/2020
11/17/2020,5516.580078,5562.537109,5515.519043,5529.939941,5529.939941,14681140000,,
11/18/2020,5530.875977,5574.728027,5530.875977,5557.518066,5557.518066,14075300000,,
11/19/2020,5541.421875,5598.523926,5541.313965,5594.059082,5594.059082,16666520000,,
11/20/2020,5602.783203,5628.441895,5563.654785,5571.655762,5571.655762,21579730000,11/20/2020,11/20/2020
11/23/2020,5583.330078,5652.76416,5583.330078,5652.76416,5652.76416,18994310000,,
11/24/2020,5677.299805,5710.380859,5667.368164,5701.028809,5701.028809,24046940000,,
11/25/2020,5735.13623,5770.661133,5666.76416,5679.24707,5679.24707,32542330000,,
11/26/2020,5669.664063,5759.916016,5669.664063,5759.916016,5759.916016,24829250000,,11/26/2020
11/27/2020,5773.555176,5795.835938,5745.884766,5783.334961,5783.334961,25143490000,,
11/30/2020,5779.670898,5798.291992,5563.861816,5612.415039,5612.415039,31990050000,,
12/1/2020,5637.894043,5736.318848,5594.277832,5724.742188,5724.742188,20947770000,,
12/2/2020,5755.175781,5813.986816,5734.26123,5813.986816,5813.986816,21911020000,12/2/2020,12/2/2020
12/3/2020,5833.323242,5853.155762,5797.013184,5822.941895,5822.941895,23839740000,,
12/4/2020,5820.819824,5823.324219,5775.569824,5810.48291,5810.48291,17385790000,,
12/7/2020,5854.303223,5941.352051,5854.303223,5930.758789,5930.758789,22679030000,,
12/8/2020,5947.658203,5961.778809,5911.098145,5944.40918,5944.40918,29420510000,,12/8/2020
12/10/2020,5976.999023,6004.422852,5911.914063,5933.698242,5933.698242,26458760000,,
12/11/2020,5946.358887,5976.568848,5924.371094,5938.329102,5938.329102,21765450000,,
12/14/2020,5959.274902,6013.951172,5959.274902,6012.516113,6012.516113,22687610000,,
12/15/2020,6013.51123,6023.214844,5965.805176,6010.12793,6010.12793,19441120000,12/15/2020,12/15/2020
12/16/2020,6046.866211,6123.953125,6046.866211,6118.401855,6118.401855,29104290000,,
12/17/2020,6133.096191,6160.977051,6075.832031,6113.381836,6113.381836,32173700000,,
12/18/2020,6106.250977,6142.85791,6091.397949,6104.324219,6104.324219,25798140000,,
12/21/2020,6131.623047,6195.153809,6119.917969,6165.624023,6165.624023,23861270000,,12/21/2020
12/22/2020,6146.645996,6174.458984,6010.210938,6023.289063,6023.289063,25008520000,,
12/23/2020,6061.848145,6104.35498,5853.26123,6008.708984,6008.708984,20352850000,,
12/28/2020,6067,6095.007813,5979.904785,6093.554199,6093.554199,18085570000,,
12/29/2020,6112.720215,6143.870117,6026.705078,6036.173828,6036.173828,17513500000,12/29/2020,12/29/2020
12/30/2020,6052.121094,6055.970215,5962.009766,5979.073242,5979.073242,17003930000,,
1/4/2021,5997.830078,6104.897949,5929.047852,6104.897949,6104.897949,18391700000,,
1/5/2021,6105.793945,6145.612793,6073.416016,6137.342773,6137.342773,17468700000,,
1/6/2021,6139.137207,6166.628906,5987.785156,6065.682129,6065.682129,19916380000,,1/6/2021
1/7/2021,6091.716797,6158.037109,6090.36084,6153.632813,6153.632813,22751790000,,
1/8/2021,6190.948242,6275.742188,6190.101074,6257.834961,6257.834961,22175130000,,
1/11/2021,6278.413086,6382.937012,6278.374023,6382.937012,6382.937012,29790110000,,
1/12/2021,6393.902832,6435.959961,6353.307129,6395.668945,6395.668945,27960340000,1/12/2021,1/12/2021
1/13/2021,6439.934082,6464.350098,6393.898926,6435.205078,6435.205078,34300810000,,
1/14/2021,6445.900879,6465.532227,6407.569824,6428.314941,6428.314941,34481200000,,
1/15/2021,6447.984863,6472.312012,6341.250977,6373.412109,6373.412109,26227590000,,
1/18/2021,6365.025879,6428.314941,6316.875,6389.833984,6389.833984,33756940000,,1/18/2021
1/19/2021,6421.86084,6434.842773,6288.978027,6321.855957,6321.855957,22371690000,,
1/20/2021,6334.512207,6440.796875,6299.39209,6429.757813,6429.757813,19094410000,,
1/21/2021,6476.094238,6504.992188,6399.666016,6413.89209,6413.89209,17108040000,,
1/22/2021,6419.573242,6428.49707,6283.312988,6307.126953,6307.126953,15791850000,1/22/2021,1/22/2021
1/25/2021,6322.519043,6322.727051,6148.307129,6258.571777,6258.571777,15480620000,,
1/26/2021,6252.713867,6269.665039,6123.008789,6140.170898,6140.170898,17215980000,,
1/27/2021,6153.078125,6154.60498,5998.898926,6109.167969,6109.167969,18140260000,,
1/28/2021,6065.788086,6123.460938,5957.551758,5979.387207,5979.387207,15733620000,,1/28/2021
1/29/2021,6010.342773,6068.12793,5825.291992,5862.352051,5862.352051,14766480000,,
2/1/2021,5856.776855,6070.734863,5735.469238,6067.544922,6067.544922,20888680000,,
2/2/2021,6119.01123,6157.249023,6018.094238,6043.84082,6043.84082,22730780000,,
2/3/2021,6096.583984,6137.681152,6047.412109,6077.745117,6077.745117,15387440000,2/3/2021,2/3/2021
2/4/2021,6111.757813,6179.368164,6069.549805,6107.21582,6107.21582,14824190000,,
2/5/2021,6136.393066,6151.729004,6090.980957,6151.729004,6151.729004,13466910000,,
2/8/2021,6193.550781,6224.414063,6180.731934,6208.866211,6208.866211,16158690000,,
2/9/2021,6232.102051,6286.291016,6157.134766,6181.671875,6181.671875,17527340000,,2/9/2021
2/10/2021,6198.032227,6216.938965,6168.013184,6201.828125,6201.828125,12260870000,,
2/11/2021,6221.633789,6232.850098,6194.009766,6222.520996,6222.520996,10401400000,,
2/15/2021,6244.384766,6283.415039,6244.384766,6270.324219,6270.324219,12395610000,,
2/16/2021,6291.007813,6308.811035,6274.353027,6292.395996,6292.395996,14417370000,2/16/2021,2/16/2021
2/17/2021,6292.970215,6314.555176,6209.314941,6227.728027,6227.728027,16990710000,,
2/18/2021,6230.356934,6281.35791,6200.308105,6200.308105,6200.308105,16745520000,,
2/19/2021,6196.898926,6231.932129,6173.594238,6231.932129,6231.932129,13362560000,,
2/22/2021,6267.024902,6312.873047,6255.312012,6255.312012,6255.312012,14500570000,,2/22/2021
2/23/2021,6267.454102,6279.143066,6241.951172,6272.807129,6272.807129,12627280000,,
2/24/2021,6283.794922,6294.140137,6223.648926,6251.054199,6251.054199,15222180000,,
2/25/2021,6280.727051,6309.757813,6274.49707,6289.645996,6289.645996,23749010000,,
2/26/2021,6246.316895,6302.394043,6184.51709,6241.795898,6241.795898,21949320000,2/26/2021,2/26/2021
3/1/2021,6281.856934,6339.008789,6261.559082,6338.513184,6338.513184,17307950000,,
3/2/2021,6367.438965,6388.121094,6329.498047,6359.205078,6359.205078,18067670000,,
3/3/2021,6378.797852,6394.452148,6334.244141,6376.756836,6376.756836,24235870000,,
3/4/2021,6355.375977,6369.411133,6270.10791,6290.798828,6290.798828,23820720000,,3/4/2021
3/5/2021,6263.043945,6307.683105,6245.308105,6258.749023,6258.749023,15355770000,,
3/8/2021,6304,6325.515137,6239.049805,6248.464844,6248.464844,15571840000,,
3/9/2021,6258.669922,6267.423828,6167.717773,6199.646973,6199.646973,18810670000,,
3/10/2021,6233.616211,6276.158203,6225.455078,6264.679199,6264.679199,12195760000,3/10/2021,3/10/2021
3/12/2021,6316.880859,6364.356934,6298.522949,6358.208984,6358.208984,18624180000,,
3/15/2021,6374.762207,6387.73584,6324.258789,6324.258789,6324.258789,13789550000,,
3/16/2021,6347.188965,6355.411133,6296.896973,6309.699219,6309.699219,15506150000,,
3/17/2021,6318.068848,6321.336914,6268.838867,6277.228027,6277.228027,13804490000,,3/17/2021
3/18/2021,6309.575195,6358.425781,6307,6347.829102,6347.829102,14971820000,,
3/19/2021,6346.008789,6356.160156,6307.101074,6356.160156,6356.160156,16208920000,,
3/22/2021,6346.794922,6354.938965,6290.021973,6301.130859,6301.130859,12863850000,,
3/23/2021,6331.698242,6342.129883,6245.991211,6252.711914,6252.711914,17380500000,3/23/2021,3/23/2021
3/24/2021,6231.712891,6239.546875,6143.380859,6156.140137,6156.140137,13829000000,,
3/25/2021,6159.619141,6176.426758,6058.842773,6122.875977,6122.875977,14735300000,,
3/26/2021,6141.605957,6195.562012,6106.078125,6195.562012,6195.562012,12428410000,,
3/29/2021,6205.568848,6230.990234,6165.553223,6166.817871,6166.817871,11460980000,,3/29/2021
3/30/2021,6163.721191,6170.668945,6046.467773,6071.441895,6071.441895,11868660000,,
